,cpus_per_task,time_limit,count_queue,count_queue_user,mean_req_cpus,sum_req_cpus,min_req_cpus,max_req_cpus,mean_req_cpus_user,sum_req_cpus_user,min_req_cpus_user,max_req_cpus_user,mean_timelimit,sum_timelimit,min_timelimit,max_timelimit,mean_timelimit_user,sum_timelimit_user,min_timelimit_user,max_timelimit_user,mean_now_time_waiting,sum_now_time_waiting,min_now_time_waiting,max_now_time_waiting,mean_now_time_waiting_user,sum_now_time_waiting_user,min_now_time_waiting_user,max_now_time_waiting_user,count_running,count_running_user,mean_now_time_running,sum_now_time_running,min_now_time_running,max_now_time_running,mean_now_time_running_user,sum_now_time_running_user,min_now_time_running_user,max_now_time_running_user
63,1,1,38,24,1.0,4,1,1,1.0,2,1,1,1.75,7,1,3,1.0,2,1,1,38.894365022056974,1477.9858708381653,7.657522916793822,93.65752291679381,39.36585625012716,944.7805500030518,7.657522916793822,74.65752291679381,4,2,40.16109204292298,160.64436817169192,3.6610920429229736,73.66109204292296,6.661092042922974,13.322184085845947,3.6610920429229736,9.661092042922975
64,1,1,42,28,1.0,4,1,1,1.0,2,1,1,1.75,7,1,3,1.0,2,1,1,37.001103741782046,1554.0463571548462,2.286818027496338,95.28681802749634,35.643960884639185,998.0309047698976,2.286818027496338,76.28681802749635,4,2,41.79026198387146,167.16104793548584,5.29026198387146,75.29026198387145,8.29026198387146,16.58052396774292,5.29026198387146,11.29026198387146
65,1,1,42,28,1.0,3,1,1,1.0,1,1,1,2.0,6,1,3,1.0,1,1,1,38.6346036025456,1622.6533513069153,3.920317888259888,96.92031788825987,37.27746074540274,1043.7689008712766,3.920317888259888,77.92031788825989,3,1,53.591222683588654,160.773668050766,6.924556016921997,76.924556016922,6.924556016921997,6.924556016921997,6.924556016921997,6.924556016921997
66,1,1,41,27,1.0,4,1,1,1.0,3,1,1,1.5,6,1,3,1.0,3,1,1,38.69527253290502,1586.5061738491058,5.353809118270874,101.35380911827087,35.02047578493754,945.5528461933136,5.353809118270874,74.35380911827087,4,3,22.10775899887085,88.4310359954834,1.3577589988708496,81.35775899887084,2.3577589988708496,7.073276996612549,1.3577589988708496,4.3577589988708505
67,1,1,41,27,1.0,4,1,1,1.0,3,1,1,1.5,6,1,3,1.0,3,1,1,40.33683737894384,1653.8103325366974,6.995373964309692,102.99537396430969,36.66204063097636,989.8750970363617,6.995373964309692,75.99537396430968,4,3,23.749293088912964,94.99717235565186,2.999293088912964,82.99929308891295,3.999293088912964,11.997879266738892,2.999293088912964,5.999293088912964
68,1,2,41,1,1.0,4,1,1,1.0,1,1,1,1.5,6,1,3,3.0,3,3,3,41.04189237734167,1682.7175874710085,7.70042896270752,103.70042896270752,52.70042896270752,52.70042896270752,52.70042896270752,52.70042896270752,4,1,24.454163074493408,97.81665229797363,3.704163074493408,83.70416307449341,83.70416307449341,83.70416307449341,83.70416307449341,83.70416307449341
69,1,1,44,13,1.0,4,1,1,0.0,0,0,0,1.5,6,1,3,0.0,0,0,0,40.70522059093822,1791.0297060012815,3.068856954574585,106.06885695457458,50.14578003149766,651.8951404094696,20.068856954574585,106.06885695457458,4,0,26.8224139213562,107.2896556854248,6.072413921356201,86.0724139213562,0.0,0.0,0.0,0.0
70,1,2,44,13,1.0,4,1,1,0.0,0,0,0,1.5,6,1,3,0.0,0,0,0,41.00749553333629,1804.3298034667969,3.371131896972656,106.37113189697266,50.448054973895744,655.8247146606445,20.371131896972656,106.37113189697266,4,0,27.124932050704953,108.49972820281981,6.374932050704956,86.37493205070496,0.0,0.0,0.0,0.0
71,1,2,46,15,1.0,3,1,1,0.0,0,0,0,1.6666666666666667,5,1,3,0.0,0,0,0,42.02265521754389,1933.042140007019,3.153090000152588,109.15309000015259,46.5530900001526,698.2963500022888,3.153090000152588,109.15309000015259,3,0,35.82347361246745,107.47042083740234,9.15680694580078,89.15680694580078,0.0,0.0,0.0,0.0
72,1,1,44,27,1.0,4,1,1,1.0,3,1,1,1.5,6,1,3,1.0,3,1,1,44.16865775801919,1943.420941352844,6.94138503074646,112.94138503074646,41.348792438153865,1116.4173958301544,9.941385030746462,76.94138503074645,4,3,27.69490098953247,110.77960395812988,0.9449009895324708,92.94490098953248,5.944900989532472,17.834702968597416,0.9449009895324708,12.94490098953247
73,1,1,44,27,1.0,4,1,1,1.0,3,1,1,1.5,6,1,3,1.0,3,1,1,44.47452161528847,1956.8789510726929,7.247248888015747,113.24724888801576,41.65465629542315,1124.6757199764254,10.247248888015749,77.24724888801575,4,3,28.000927925109863,112.00371170043944,1.2509279251098633,93.25092792510986,6.250927925109862,18.75278377532959,1.2509279251098633,13.250927925109865
74,1,2,44,2,1.0,4,1,1,1.0,1,1,1,1.5,6,1,3,3.0,3,3,3,44.782226779244155,1970.4179782867432,7.5549540519714355,113.55495405197144,36.554954051971436,73.10990810394287,10.554954051971436,62.554954051971436,4,1,28.30856704711914,113.23426818847656,1.5585670471191406,93.55856704711914,93.55856704711914,93.55856704711914,93.55856704711914,93.55856704711914
75,1,2,47,16,1.0,4,1,1,0.0,0,0,0,1.5,6,1,3,0.0,0,0,0,42.95004533199553,2018.6521306037905,3.077704906463623,116.07770490646362,50.577704906463616,809.243278503418,7.077704906463622,116.07770490646362,4,0,27.08102798461914,108.32411193847656,1.0810279846191406,96.08102798461914,0.0,0.0,0.0,0.0
76,1,1,47,28,1.0,4,1,1,1.0,3,1,1,1.5,6,1,3,1.0,3,1,1,43.66381739048247,2052.1994173526764,3.7914769649505615,116.79147696495056,41.005762679236284,1148.1613550186155,3.7914769649505615,75.79147696495056,4,3,27.795315027236942,111.18126010894777,1.7953150272369385,96.79531502723694,4.7953150272369385,14.385945081710815,1.7953150272369385,7.795315027236939
77,1,1,49,29,1.0,3,1,1,1.0,2,1,1,1.6666666666666667,5,1,3,1.0,2,1,1,46.639389096474154,2285.330065727234,5.516940116882324,121.51694011688231,44.34452632377889,1285.9912633895876,5.516940116882324,80.51694011688231,3,2,39.188309590021774,117.56492877006531,6.5216429233551025,101.5216429233551,8.021642923355103,16.043285846710205,6.5216429233551025,9.521642923355104
78,1,1,48,28,1.0,4,1,1,1.0,3,1,1,1.5,6,1,3,1.0,3,1,1,46.87588159243265,2250.0423164367676,6.459214925765991,122.45921492576599,43.994929211480276,1231.8580179214478,6.459214925765991,81.45921492576598,4,3,30.46260404586792,121.85041618347168,1.46260404586792,102.46260404586792,6.46260404586792,19.387812137603763,1.46260404586792,10.46260404586792
79,1,1,48,28,1.0,3,1,1,1.0,2,1,1,1.6666666666666667,5,1,3,1.0,2,1,1,49.80732893943786,2390.7517890930176,6.682328939437866,128.68232893943787,44.575186082295005,1248.1052103042605,6.682328939437866,81.68232893943788,3,2,37.353184620539345,112.05955386161804,1.6865179538726809,108.68651795387268,1.6865179538726809,3.3730359077453613,1.6865179538726809,1.6865179538726809
80,1,2,49,17,1.0,3,1,1,0.0,0,0,0,1.6666666666666667,5,1,3,0.0,0,0,0,49.4212489711995,2421.6411995887756,1.298799991607666,129.2987999916077,60.82821175631354,1034.0795998573303,13.298799991607664,129.2987999916077,3,0,37.96968666712443,113.90906000137328,2.3030200004577637,109.30302000045776,0.0,0.0,0.0,0.0
81,1,1,48,27,1.0,2,1,1,1.0,2,1,1,1.0,2,1,1,1.0,2,1,1,58.43253143628438,2804.7615089416504,11.66169810295105,140.66169810295105,52.25429069554365,1410.8658487796786,12.66169810295105,88.66169810295105,2,2,8.164688110351562,16.329376220703125,2.6646881103515625,13.664688110351562,8.164688110351562,16.329376220703125,2.6646881103515625,13.664688110351562
82,1,1,46,25,1.0,4,1,1,1.0,4,1,1,1.0,4,1,1,1.0,4,1,1,59.89442375431889,2755.1434926986694,5.263988971710205,145.26398897171018,50.58398897171021,1264.5997242927554,5.263988971710205,85.2639889717102,4,4,4.2671520709991455,17.068608283996582,1.2671520709991455,7.2671520709991455,4.2671520709991455,17.068608283996582,1.2671520709991455,7.2671520709991455
83,1,1,46,25,1.0,4,1,1,1.0,4,1,1,1.0,4,1,1,1.0,4,1,1,61.021098883255675,2806.9705486297607,6.390664100646973,146.39066410064697,51.71066410064697,1292.7666025161745,6.390664100646973,86.39066410064697,4,4,5.394644021987915,21.57857608795166,2.394644021987915,8.394644021987915,5.394644021987915,21.57857608795166,2.394644021987915,8.394644021987915
84,1,1,46,25,1.0,4,1,1,1.0,4,1,1,1.0,4,1,1,1.0,4,1,1,62.546664745911315,2877.14657831192,7.916229963302612,147.91622996330258,53.23622996330261,1330.9057490825653,7.916229963302612,87.91622996330261,4,4,6.9198479652404785,27.67939186096191,3.9198479652404785,9.91984796524048,6.9198479652404785,27.67939186096191,3.9198479652404785,9.91984796524048
85,1,3,47,3,1.0,3,1,1,0.0,0,0,0,1.0,3,1,1,0.0,0,0,0,65.92653521578363,3098.5471551418304,9.203130960464476,156.20313096046448,67.20313096046448,201.60939288139343,43.20313096046448,105.20313096046448,3,0,8.206716060638428,24.620148181915283,3.2067160606384277,15.206716060638428,0.0,0.0,0.0,0.0
86,1,1,45,24,1.0,4,1,1,1.0,4,1,1,1.0,4,1,1,1.0,4,1,1,65.78608899646336,2960.374004840851,9.897200107574463,156.89720010757446,51.063866774241134,1225.5328025817869,9.897200107574463,82.89720010757445,4,4,3.1506099700927734,12.602439880371096,0.9006099700927734,6.9006099700927725,3.1506099700927734,12.602439880371096,0.9006099700927734,6.9006099700927725
87,1,1,45,24,1.0,4,1,1,1.0,4,1,1,1.0,4,1,1,1.0,4,1,1,66.79791384273105,3005.906122922897,10.909024953842163,157.90902495384216,52.07569162050882,1249.8165988922121,10.909024953842163,83.90902495384215,4,4,4.163069009780884,16.652276039123535,1.913069009780884,7.913069009780884,4.163069009780884,16.652276039123535,1.913069009780884,7.913069009780884
88,1,2,45,18,1.0,4,1,1,0.0,0,0,0,1.0,4,1,1,0.0,0,0,0,67.91800385051303,3056.3101732730865,12.029114961624146,159.02911496162417,87.1957816282908,1569.5240693092346,30.029114961624146,159.02911496162417,4,0,5.283257961273193,21.133031845092773,3.033257961273194,9.033257961273193,0.0,0.0,0.0,0.0
89,1,1,45,24,1.0,4,1,1,1.0,4,1,1,1.0,4,1,1,1.0,4,1,1,68.09990292125279,3064.495631456375,12.211014032363892,159.21101403236392,53.37768069903056,1281.0643367767336,12.211014032363892,85.21101403236389,4,4,5.464840888977051,21.859363555908203,3.2148408889770512,9.21484088897705,5.464840888977051,21.859363555908203,3.2148408889770512,9.21484088897705
