cpus_per_task,time_limit,job_name,user_id,count_queue,count_queue_user,mean_req_cpus,sum_req_cpus,min_req_cpus,max_req_cpus,mean_req_cpus_user,sum_req_cpus_user,min_req_cpus_user,max_req_cpus_user,mean_timelimit,sum_timelimit,min_timelimit,max_timelimit,mean_timelimit_user,sum_timelimit_user,min_timelimit_user,max_timelimit_user,mean_now_time_waiting,sum_now_time_waiting,min_now_time_waiting,max_now_time_waiting,mean_now_time_waiting_user,sum_now_time_waiting_user,min_now_time_waiting_user,max_now_time_waiting_user,count_running,count_running_user,mean_now_time_running,sum_now_time_running,min_now_time_running,max_now_time_running,mean_now_time_running_user,sum_now_time_running_user,min_now_time_running_user,max_now_time_running_user
1,1,job_5_test_only,10001,2,0,1.0,3,1,1,1.0,1,1,1,1.0,3,1,1,1.0,1,1,1,3.096251964569092,6.192503929138184,3.096251964569092,3.096251964569092,0,0.0,0,0,3,1,5.102205991744995,15.306617975234985,3.102205991744995,6.102205991744995,3.102205991744995,3.102205991744995,3.102205991744995,3.102205991744995
1,1,job_5,10001,2,0,1.0,3,1,1,1.0,1,1,1,1.0,3,1,1,1.0,1,1,1,3.1385390758514404,6.277078151702881,3.1385390758514404,3.1385390758514404,0,0.0,0,0,3,1,5.142709016799927,15.42812705039978,3.1427090167999268,6.142709016799927,3.1427090167999268,3.1427090167999268,3.1427090167999268,3.1427090167999268
1,1,job_6_test_only,10001,1,1,1.0,4,1,1,0,0,0,0,1.5,6,1,2,0,0,0,0,7.757184982299805,7.757184982299805,7.757184982299805,7.757184982299805,7.757184982299805,7.757184982299805,7.757184982299805,7.757184982299805,4,0,10.010823011398315,40.04329204559326,4.760823011398315,13.760823011398315,0,0.0,0,0
1,1,job_6,10001,1,1,1.0,4,1,1,0,0,0,0,1.5,6,1,2,0,0,0,0,7.796526908874512,7.796526908874512,7.796526908874512,7.796526908874512,7.796526908874512,7.796526908874512,7.796526908874512,7.796526908874512,4,0,10.051032066345215,40.20412826538086,4.801032066345215,13.801032066345215,0,0.0,0,0
1,1,job_7_test_only,10001,2,2,1.0,4,1,1,0,0,0,0,1.5,6,1,2,0,0,0,0,6.8106300830841064,13.621260166168213,3.3106300830841064,10.310630083084106,6.8106300830841064,13.621260166168213,3.3106300830841064,10.310630083084106,4,0,12.567332983016968,50.26933193206787,7.317332983016968,16.317332983016968,0,0.0,0,0
1,1,job_7,10001,2,2,1.0,4,1,1,0,0,0,0,1.5,6,1,2,0,0,0,0,6.85918402671814,13.71836805343628,3.3591840267181396,10.35918402671814,6.85918402671814,13.71836805343628,3.3591840267181396,10.35918402671814,4,0,12.61283802986145,50.4513521194458,7.36283802986145,16.36283802986145,0,0.0,0,0
1,1,job_8_test_only,10001,2,2,1.0,4,1,1,0,0,0,0,1.5,6,1,2,0,0,0,0,7.5345799922943115,15.069159984588623,4.0345799922943115,11.034579992294312,7.5345799922943115,15.069159984588623,4.0345799922943115,11.034579992294312,4,0,13.291488885879517,53.165955543518066,8.041488885879517,17.041488885879517,0,0.0,0,0
1,1,job_8,10001,2,2,1.0,4,1,1,0,0,0,0,1.5,6,1,2,0,0,0,0,7.584053993225098,15.168107986450195,4.084053993225098,11.084053993225098,7.584053993225098,15.168107986450195,4.084053993225098,11.084053993225098,4,0,13.337882041931152,53.35152816772461,8.087882041931152,17.087882041931152,0,0.0,0,0
1,1,job_9_test_only,10001,2,2,1.0,4,1,1,0,0,0,0,1.5,6,1,2,0,0,0,0,8.1246919631958,16.2493839263916,4.624691963195801,11.6246919631958,8.1246919631958,16.2493839263916,4.624691963195801,11.6246919631958,4,0,13.877948999404907,55.51179599761963,8.627948999404907,17.627948999404907,0,0.0,0,0
1,1,job_9,10001,2,2,1.0,4,1,1,0,0,0,0,1.5,6,1,2,0,0,0,0,8.157716989517212,16.315433979034424,4.657716989517212,11.657716989517212,8.157716989517212,16.315433979034424,4.657716989517212,11.657716989517212,4,0,13.911508083343506,55.64603233337402,8.661508083343506,17.661508083343506,0,0.0,0,0
1,1,job_10_test_only,10001,5,5,1.0,4,1,1,0,0,0,0,1.5,6,1,2,0,0,0,0,5.888723087310791,29.443615436553955,2.688723087310791,13.688723087310791,5.888723087310791,29.443615436553955,2.688723087310791,13.688723087310791,4,0,15.94504189491272,63.78016757965088,10.69504189491272,19.69504189491272,0,0.0,0,0
1,1,job_10,10001,5,5,1.0,4,1,1,0,0,0,0,1.5,6,1,2,0,0,0,0,5.936906051635742,29.68453025817871,2.736906051635742,13.736906051635742,5.936906051635742,29.68453025817871,2.736906051635742,13.736906051635742,4,0,15.990381002426147,63.96152400970459,10.740381002426147,19.740381002426147,0,0.0,0,0
1,1,job_11_test_only,10001,5,5,1.0,4,1,1,0,0,0,0,1.5,6,1,2,0,0,0,0,10.684235048294067,53.42117524147034,7.484235048294067,18.484235048294067,10.684235048294067,53.42117524147034,7.484235048294067,18.484235048294067,4,0,20.741964101791382,82.96785640716553,15.491964101791382,24.491964101791382,0,0.0,0,0
1,1,job_11,10001,5,5,1.0,4,1,1,0,0,0,0,1.5,6,1,2,0,0,0,0,10.733008098602294,53.665040493011475,7.533008098602295,18.533008098602295,10.733008098602294,53.665040493011475,7.533008098602295,18.533008098602295,4,0,20.787070989608765,83.14828395843506,15.537070989608765,24.537070989608765,0,0.0,0,0
